image_id,gt_verb,gt_object,gt_verb_synset,gt_object_synset,pred_verb_synset,pred_object_synset,category,similarity_level,bin
33428,lick,wine_glass,lick.v.02,wineglass.n.01,lick.v.02,schooner.n.01,1,1,"(1, 1)"
27126,wash,bus,wash.v.03,bus.n.01,wash.v.03,boat_train.n.01,1,1,"(1, 1)"
15015,hold,backpack,hold.v.02,backpack.n.01,hold.v.02,pocket.n.01,1,1,"(1, 1)"
13789,inspect,bench,inspect.v.01,bench.n.01,inspect.v.01,deathbed.n.02,1,1,"(1, 1)"
25481,tie,boat,tie.v.01,boat.n.01,tie.v.01,aircraft_carrier.n.01,1,1,"(1, 1)"
10491,jump,skateboard,jump.v.01,skateboard.n.01,jump.v.01,palette.n.02,1,1,"(1, 1)"
33723,hold,snowboard,hold.v.02,snowboard.n.01,hold.v.02,springboard.n.01,1,1,"(1, 1)"
5040,wear,snowboard,wear.v.09,snowboard.n.01,wear.v.09,beaver_board.n.01,1,1,"(1, 1)"
5909,drag,surfboard,drag.v.01,surfboard.n.01,drag.v.01,sideboard.n.02,1,1,"(1, 1)"
2853,talk_on,cell_phone,call.v.03,cellular_telephone.n.01,call.v.03,scanner.n.04,1,1,"(1, 1)"
1624,carry,skateboard,transport.v.02,skateboard.n.01,transport.v.02,baby_buggy.n.01,1,1,"(1, 1)"
5815,ride,airplane,ride.v.01,airplane.n.01,ride.v.01,balloon.n.01,1,1,"(1, 1)"
25485,carry,skateboard,transport.v.02,skateboard.n.01,transport.v.02,doodlebug.n.01,1,1,"(1, 1)"
14902,read,laptop,read.v.01,laptop.n.01,read.v.01,supercomputer.n.01,1,1,"(1, 1)"
7207,hold,skateboard,hold.v.02,skateboard.n.01,hold.v.02,wagon.n.04,1,1,"(1, 1)"
4630,ride,surfboard,ride.v.01,surfboard.n.01,ride.v.01,workboard.n.01,1,1,"(1, 1)"
2505,exit,bus,exit.v.01,bus.n.01,exit.v.01,ice_wagon.n.01,1,1,"(1, 1)"
36099,stand_on,boat,stand.v.01,boat.n.01,stand.v.01,attack_submarine.n.01,1,1,"(1, 1)"
28548,ride,skateboard,ride.v.01,skateboard.n.01,ride.v.01,motorcycle.n.01,1,1,"(1, 1)"
35031,repair,cell_phone,repair.v.01,cellular_telephone.n.01,repair.v.01,electronic_fetal_monitor.n.01,1,1,"(1, 1)"
19438,straddle,motorcycle,straddle.v.01,motorcycle.n.01,straddle.v.01,iron_horse.n.01,1,1,"(1, 1)"
28135,carry,pizza,transport.v.02,pizza.n.01,transport.v.02,welsh_rarebit.n.01,1,1,"(1, 1)"
14464,sit_on,airplane,sit.v.01,airplane.n.01,sit.v.01,patrol_boat.n.01,1,1,"(1, 1)"
32217,clean,toilet,clean.v.01,toilet.n.02,clean.v.01,sink.n.01,1,1,"(1, 1)"
15505,text_on,cell_phone,message.v.03,cellular_telephone.n.01,message.v.03,ghetto_blaster.n.01,1,1,"(1, 1)"
29493,toast,wine_glass,toast.v.02,wineglass.n.01,toast.v.02,saltcellar.n.01,1,1,"(1, 1)"
17244,clean,bed,clean.v.01,bed.n.01,clean.v.01,dresser.n.05,1,1,"(1, 1)"
33648,hold,suitcase,hold.v.02,bag.n.06,hold.v.02,cigarette_case.n.01,1,1,"(1, 1)"
33516,ride,elephant,ride.v.01,elephant.n.01,ride.v.01,odd-toed_ungulate.n.01,1,1,"(1, 1)"
16154,inspect,bicycle,inspect.v.01,bicycle.n.01,inspect.v.01,car.n.02,1,1,"(1, 1)"
30517,run,horse,run.v.26,horse.n.01,run.v.26,elephant.n.01,1,1,"(1, 1)"
8792,ride,motorcycle,ride.v.01,motorcycle.n.01,ride.v.01,golfcart.n.01,1,1,"(1, 1)"
37542,fly,kite,fly.v.03,kite.n.03,fly.v.03,rag_doll.n.01,1,1,"(1, 1)"
1745,hop_on,horse,hop_on.v.01,horse.n.01,hop_on.v.01,eohippus.n.01,1,1,"(1, 1)"
12574,jump,boat,jump.v.01,boat.n.01,jump.v.01,battle_cruiser.n.01,1,1,"(1, 1)"
30962,stand_under,umbrella,stand.v.01,umbrella.n.01,stand.v.01,bell_jar.n.01,1,1,"(1, 1)"
6860,hold,bottle,hold.v.02,bottle.n.01,hold.v.02,eyecup.n.01,1,1,"(1, 1)"
3754,sit_on,truck,sit.v.01,truck.n.01,sit.v.01,steam_locomotive.n.01,1,1,"(1, 1)"
20988,race,motorcycle,race.v.04,motorcycle.n.01,race.v.04,go-kart.n.01,1,1,"(1, 1)"
22870,hop_on,elephant,hop_on.v.01,elephant.n.01,hop_on.v.01,elephant_seal.n.01,1,1,"(1, 1)"
2647,open,backpack,open.v.01,backpack.n.01,open.v.01,sporran.n.01,1,1,"(1, 1)"
14822,wave,bus,beckon.v.01,bus.n.01,beckon.v.01,rolling_stock.n.01,1,2,"(1, 2)"
2984,set,umbrella,set.v.08,umbrella.n.01,set.v.08,tester.n.02,1,2,"(1, 2)"
12219,lasso,cow,lasso.v.01,cow.n.01,lasso.v.01,asian_wild_ox.n.01,1,2,"(1, 2)"
16664,pick_up,cake,pick_up.v.02,cake.n.03,pick_up.v.02,cracked-wheat_bread.n.01,1,2,"(1, 2)"
29177,inspect,truck,inspect.v.01,truck.n.01,inspect.v.01,car.n.01,1,2,"(1, 2)"
11314,hold,hair_drier,hold.v.02,hand_blower.n.01,hold.v.02,dryer.n.01,1,2,"(1, 2)"
3218,open,umbrella,open.v.01,umbrella.n.01,open.v.01,dome.n.04,1,2,"(1, 2)"
30028,straddle,motorcycle,straddle.v.01,motorcycle.n.01,straddle.v.01,bicycle.n.01,1,2,"(1, 2)"
36675,run,dog,run.v.26,dog.n.01,run.v.26,french_bulldog.n.01,1,2,"(1, 2)"
22118,hold,elephant,hold.v.02,elephant.n.01,hold.v.02,rhinoceros.n.01,1,2,"(1, 2)"
35444,block,sports_ball,obstruct.v.02,ball.n.01,obstruct.v.02,football.n.02,1,2,"(1, 2)"
29737,clean,dining_table,clean.v.01,dining_table.n.01,clean.v.01,worktable.n.01,1,2,"(1, 2)"
33429,jump,motorcycle,jump.v.01,motorcycle.n.01,jump.v.01,motor_vehicle.n.01,1,2,"(1, 2)"
8984,jump,skateboard,jump.v.01,skateboard.n.01,jump.v.01,aquaplane.n.01,1,2,"(1, 2)"
34380,throw,frisbee,throw.v.01,frisbee.n.01,throw.v.01,hula-hoop.n.01,1,2,"(1, 2)"
18808,drive,truck,drive.v.01,truck.n.01,drive.v.01,moving_van.n.01,1,2,"(1, 2)"
36276,carry,bottle,transport.v.02,bottle.n.01,transport.v.02,hogshead.n.02,1,2,"(1, 2)"
37020,ride,train,ride.v.01,train.n.01,ride.v.01,deadhead.n.02,1,2,"(1, 2)"
10305,carry,chair,transport.v.02,chair.n.01,transport.v.02,shoofly.n.02,1,2,"(1, 2)"
34506,cut,tie,cut.v.01,necktie.n.01,cut.v.01,string_tie.n.01,1,2,"(1, 2)"
32849,hop_on,bicycle,hop_on.v.01,bicycle.n.01,hop_on.v.01,motorcycle.n.01,1,2,"(1, 2)"
6391,cut,banana,cut.v.01,banana.n.02,cut.v.01,canistel.n.02,1,2,"(1, 2)"
24180,sit_on,boat,sit.v.01,boat.n.01,sit.v.01,trireme.n.01,1,2,"(1, 2)"
36693,walk,dog,walk.v.09,dog.n.01,walk.v.09,hound.n.01,1,2,"(1, 2)"
32068,feed,horse,feed.v.01,horse.n.01,feed.v.01,chestnut.n.06,1,2,"(1, 2)"
23317,pick_up,skateboard,pick_up.v.02,skateboard.n.01,pick_up.v.02,wheeled_vehicle.n.01,1,2,"(1, 2)"
16611,sit_on,couch,sit.v.01,sofa.n.01,sit.v.01,bench.n.01,1,2,"(1, 2)"
31046,walk,horse,walk.v.09,horse.n.01,walk.v.09,chestnut.n.06,1,2,"(1, 2)"
25536,hose,car,hose.v.01,car.n.01,hose.v.01,berlin.n.03,1,2,"(1, 2)"
13429,smell,banana,smell.v.01,banana.n.02,smell.v.01,papaw.n.02,1,2,"(1, 2)"
12396,lie_on,bed,lie.v.02,bed.n.01,lie.v.02,single_bed.n.01,1,2,"(1, 2)"
21049,grind,skateboard,slide.v.03,skateboard.n.01,slide.v.03,handcar.n.01,1,2,"(1, 2)"
21057,sit_on,train,sit.v.01,train.n.01,sit.v.01,bullet_train.n.01,1,2,"(1, 2)"
10898,teach,person,teach.v.01,person.n.01,teach.v.01,washerman.n.01,1,2,"(1, 2)"
18022,board,bus,board.v.01,bus.n.01,board.v.01,local.n.01,1,2,"(1, 2)"
23748,repair,laptop,repair.v.01,laptop.n.01,repair.v.01,home_computer.n.01,1,2,"(1, 2)"
36223,lick,bottle,lick.v.02,bottle.n.01,lick.v.02,ink_bottle.n.01,1,2,"(1, 2)"
26620,inspect,car,inspect.v.01,car.n.01,inspect.v.01,weapons_carrier.n.01,1,2,"(1, 2)"
4595,grind,skateboard,slide.v.03,skateboard.n.01,slide.v.03,surfboard.n.01,1,2,"(1, 2)"
33898,hold,motorcycle,hold.v.02,motorcycle.n.01,hold.v.02,bicycle.n.01,1,2,"(1, 2)"
21025,carry,snowboard,transport.v.02,snowboard.n.01,transport.v.02,aquaplane.n.01,1,2,"(1, 2)"
36324,park,car,park.v.02,car.n.01,park.v.02,minicab.n.01,1,3,"(1, 3)"
30739,carry,bicycle,transport.v.02,bicycle.n.01,transport.v.02,ordinary.n.04,1,3,"(1, 3)"
21571,ride,boat,ride.v.01,boat.n.01,ride.v.01,fireboat.n.01,1,3,"(1, 3)"
8063,ride,snowboard,ride.v.01,snowboard.n.01,ride.v.01,wake_board.n.01,1,3,"(1, 3)"
26698,lie_on,chair,lie.v.02,chair.n.01,lie.v.02,recliner.n.01,1,3,"(1, 3)"
6921,straddle,bicycle,straddle.v.01,bicycle.n.01,straddle.v.01,mountain_bike.n.01,1,3,"(1, 3)"
32127,load,horse,load.v.01,horse.n.01,load.v.01,jack.n.12,1,3,"(1, 3)"
1806,feed,horse,feed.v.01,horse.n.01,feed.v.01,pony.n.05,1,3,"(1, 3)"
26819,hold,dog,hold.v.02,dog.n.01,hold.v.02,pinscher.n.01,1,3,"(1, 3)"
36712,straddle,horse,straddle.v.01,horse.n.01,straddle.v.01,mustang.n.01,1,3,"(1, 3)"
33591,slide,pizza,slide.v.03,pizza.n.01,slide.v.03,sausage_pizza.n.01,1,3,"(1, 3)"
37990,inspect,tie,inspect.v.01,necktie.n.01,inspect.v.01,neckcloth.n.01,1,3,"(1, 3)"
18580,carry,couch,transport.v.02,sofa.n.01,transport.v.02,convertible.n.03,1,3,"(1, 3)"
22232,hold,bicycle,hold.v.02,bicycle.n.01,hold.v.02,mountain_bike.n.01,1,3,"(1, 3)"
37022,exit,train,exit.v.01,train.n.01,exit.v.01,freight_train.n.01,1,3,"(1, 3)"
32102,direct,airplane,steer.v.01,airplane.n.01,steer.v.01,ski-plane.n.01,1,3,"(1, 3)"
8469,drink_with,bottle,drink.v.01,bottle.n.01,drink.v.01,catsup_bottle.n.01,1,3,"(1, 3)"
31744,clean,dining_table,clean.v.01,dining_table.n.01,clean.v.01,refectory_table.n.01,1,3,"(1, 3)"
5899,stand_under,umbrella,stand.v.01,umbrella.n.01,stand.v.01,canopy.n.03,1,3,"(1, 3)"
21355,sit_on,skateboard,sit.v.01,skateboard.n.01,sit.v.01,snowboard.n.01,1,3,"(1, 3)"
9029,wash,horse,wash.v.03,horse.n.01,wash.v.03,welsh_pony.n.01,1,3,"(1, 3)"
32587,open,backpack,open.v.01,backpack.n.01,open.v.01,burn_bag.n.01,1,3,"(1, 3)"
8358,hold,frisbee,hold.v.02,frisbee.n.01,hold.v.02,discus.n.02,1,3,"(1, 3)"
9695,push,bicycle,push.v.01,bicycle.n.01,push.v.01,bicycle-built-for-two.n.01,1,3,"(1, 3)"
15806,park,motorcycle,park.v.02,motorcycle.n.01,park.v.02,moped.n.01,1,3,"(1, 3)"
34798,hug,person,embrace.v.02,person.n.01,embrace.v.02,cleric.n.01,1,3,"(1, 3)"
4689,open,laptop,open.v.01,laptop.n.01,open.v.01,briefcase_computer.n.01,1,3,"(1, 3)"
8676,lick,person,lick.v.02,person.n.01,lick.v.02,mannequin.n.01,1,3,"(1, 3)"
25027,stick,knife,stick.v.13,knife.n.01,stick.v.13,linoleum_knife.n.01,1,3,"(1, 3)"
15296,hold,knife,hold.v.02,knife.n.01,hold.v.02,pocketknife.n.01,1,3,"(1, 3)"
24745,carry,cup,transport.v.02,cup.n.01,transport.v.02,coffee_cup.n.01,1,3,"(1, 3)"
1910,park,bicycle,park.v.02,bicycle.n.01,park.v.02,mountain_bike.n.01,1,3,"(1, 3)"
1452,lie_on,bench,lie.v.02,bench.n.01,lie.v.02,window_seat.n.01,1,3,"(1, 3)"
10249,pick_up,skateboard,pick_up.v.02,skateboard.n.01,pick_up.v.02,snowboard.n.01,1,3,"(1, 3)"
35718,inspect,surfboard,inspect.v.01,surfboard.n.01,inspect.v.01,snowboard.n.01,1,3,"(1, 3)"
26806,carry,kite,transport.v.02,kite.n.03,transport.v.02,sport_kite.n.01,1,3,"(1, 3)"
17514,inspect,skis,inspect.v.01,ski.n.01,inspect.v.01,water_ski.n.01,1,3,"(1, 3)"
32007,jump,skateboard,jump.v.01,skateboard.n.01,jump.v.01,snowboard.n.01,1,3,"(1, 3)"
35490,jump,bicycle,jump.v.01,bicycle.n.01,jump.v.01,bicycle-built-for-two.n.01,1,3,"(1, 3)"
22821,make,donut,make.v.15,doughnut.n.02,make.v.15,cruller.n.01,1,3,"(1, 3)"
18089,carry,cell_phone,transport.v.02,cellular_telephone.n.01,transport.v.02,video_ipod.n.01,1,3,"(1, 3)"
6259,walk,elephant,walk.v.09,elephant.n.01,walk.v.09,rogue_elephant.n.01,1,4,"(1, 4)"
36598,pet,dog,pet.v.01,dog.n.01,pet.v.01,bitch.n.04,1,4,"(1, 4)"
23146,throw,sports_ball,throw.v.01,ball.n.01,throw.v.01,jack.n.05,1,4,"(1, 4)"
36020,wash,airplane,wash.v.03,airplane.n.01,wash.v.03,bogy.n.01,1,4,"(1, 4)"
31210,open,suitcase,open.v.01,bag.n.06,open.v.01,gripsack.n.01,1,4,"(1, 4)"
17268,load,suitcase,load.v.01,bag.n.06,load.v.01,gripsack.n.01,1,4,"(1, 4)"
35967,load,airplane,load.v.01,airplane.n.01,load.v.01,hangar_queen.n.01,1,4,"(1, 4)"
34701,kick,sports_ball,kick.v.01,ball.n.01,kick.v.01,roulette_ball.n.01,1,4,"(1, 4)"
2180,jump,bicycle,jump.v.01,bicycle.n.01,jump.v.01,push-bike.n.01,1,4,"(1, 4)"
29757,inspect,bicycle,inspect.v.01,bicycle.n.01,inspect.v.01,push-bike.n.01,1,4,"(1, 4)"
17226,hold,umbrella,hold.v.02,umbrella.n.01,hold.v.02,gamp.n.01,1,4,"(1, 4)"
27700,wash,cup,wash.v.03,cup.n.01,wash.v.03,grace_cup.n.01,1,4,"(1, 4)"
15860,hold,bicycle,hold.v.02,bicycle.n.01,hold.v.02,safety_bicycle.n.01,1,4,"(1, 4)"
2065,sit_on,bicycle,sit.v.01,bicycle.n.01,sit.v.01,safety_bicycle.n.01,1,4,"(1, 4)"
10845,hold,laptop,hold.v.02,laptop.n.01,hold.v.02,notebook.n.02,1,4,"(1, 4)"
24631,inspect,airplane,inspect.v.01,airplane.n.01,inspect.v.01,hangar_queen.n.01,1,4,"(1, 4)"
27559,smell,cup,smell.v.01,cup.n.01,smell.v.01,teacup.n.02,1,4,"(1, 4)"
37266,hold,cake,hold.v.02,cake.n.03,hold.v.02,gateau.n.01,1,4,"(1, 4)"
21868,push,bicycle,push.v.01,bicycle.n.01,push.v.01,safety_bicycle.n.01,1,4,"(1, 4)"
29901,ride,car,ride.v.01,car.n.01,ride.v.01,gypsy_cab.n.01,1,4,"(1, 4)"
31143,pet,horse,pet.v.01,horse.n.01,pet.v.01,stallion.n.01,1,4,"(1, 4)"
35509,greet,person,greet.v.01,person.n.01,greet.v.01,unemployed_person.n.01,1,4,"(1, 4)"
22449,pick_up,suitcase,pick_up.v.02,bag.n.06,pick_up.v.02,gripsack.n.01,1,4,"(1, 4)"
19611,board,train,board.v.01,train.n.01,board.v.01,mail_train.n.01,1,4,"(1, 4)"
15947,blow,cake,blow.v.01,cake.n.03,blow.v.01,gateau.n.01,1,4,"(1, 4)"
23488,hug,suitcase,embrace.v.02,bag.n.06,embrace.v.02,gripsack.n.01,1,4,"(1, 4)"
37174,carry,book,transport.v.02,book.n.01,transport.v.02,primer.n.01,1,4,"(1, 4)"
17224,sip,cup,sip.v.01,cup.n.01,sip.v.01,grace_cup.n.01,1,4,"(1, 4)"
32809,drive,bus,drive.v.01,bus.n.01,drive.v.01,deadhead.n.02,1,4,"(1, 4)"
1092,pour,cup,decant.v.01,cup.n.01,decant.v.01,grace_cup.n.01,1,4,"(1, 4)"
11643,hop_on,bicycle,hop_on.v.01,bicycle.n.01,hop_on.v.01,push-bike.n.01,1,4,"(1, 4)"
12833,wash,car,wash.v.03,car.n.01,wash.v.03,loaner.n.02,1,4,"(1, 4)"
26795,lick,fork,lick.v.02,fork.n.01,lick.v.02,tablefork.n.01,1,4,"(1, 4)"
8075,carry,sheep,transport.v.02,sheep.n.01,transport.v.02,wether.n.01,1,4,"(1, 4)"
5449,hug,sheep,embrace.v.02,sheep.n.01,embrace.v.02,domestic_sheep.n.01,1,4,"(1, 4)"
18593,tie,tie,tie.v.01,necktie.n.01,tie.v.01,old_school_tie.n.01,1,4,"(1, 4)"
34231,hug,horse,embrace.v.02,horse.n.01,embrace.v.02,steeplechaser.n.01,1,4,"(1, 4)"
20605,clean,keyboard,clean.v.01,keyboard.n.01,clean.v.01,qwerty_keyboard.n.01,1,4,"(1, 4)"
1132,direct,bus,steer.v.01,bus.n.01,steer.v.01,deadhead.n.02,1,4,"(1, 4)"
30208,load,car,load.v.01,car.n.01,load.v.01,gypsy_cab.n.01,1,4,"(1, 4)"
37894,spin,sports_ball,whirl.v.02,ball.n.01,whirl.v.02,lacrosse_ball.n.01,1,4,"(1, 4)"
18656,carry,banana,transport.v.02,banana.n.02,track.v.01,banana.n.02,2,1,"(2, 1)"
32021,stand_on,snowboard,stand.v.01,snowboard.n.01,wade.v.01,snowboard.n.01,2,1,"(2, 1)"
7532,turn,motorcycle,turn.v.04,motorcycle.n.01,affect.v.02,motorcycle.n.01,2,1,"(2, 1)"
1524,drag,suitcase,drag.v.01,bag.n.06,tread.v.03,bag.n.06,2,1,"(2, 1)"
31485,hug,dog,embrace.v.02,dog.n.01,bind.v.03,dog.n.01,2,1,"(2, 1)"
16582,carry,cake,transport.v.02,cake.n.03,use.v.01,cake.n.03,2,1,"(2, 1)"
34826,exit,airplane,exit.v.01,airplane.n.01,flag_down.v.01,airplane.n.01,2,1,"(2, 1)"
28155,jump,car,jump.v.01,car.n.01,trot.v.01,car.n.01,2,1,"(2, 1)"
24524,inspect,bicycle,inspect.v.01,bicycle.n.01,keep.v.07,bicycle.n.01,2,1,"(2, 1)"
27322,catch,frisbee,catch.v.04,frisbee.n.01,get.v.19,frisbee.n.01,2,1,"(2, 1)"
7565,peel,banana,skin.v.04,banana.n.02,unhand.v.01,banana.n.02,2,1,"(2, 1)"
27228,turn,motorcycle,turn.v.04,motorcycle.n.01,uncross.v.01,motorcycle.n.01,2,1,"(2, 1)"
27672,wash,bicycle,wash.v.03,bicycle.n.01,recondition.v.01,bicycle.n.01,2,1,"(2, 1)"
17852,jump,skateboard,jump.v.01,skateboard.n.01,tumble.v.10,skateboard.n.01,2,1,"(2, 1)"
3232,shear,sheep,shear.v.01,sheep.n.01,trisect.v.01,sheep.n.01,2,1,"(2, 1)"
26424,repair,boat,repair.v.01,boat.n.01,regenerate.v.01,boat.n.01,2,1,"(2, 1)"
26721,park,car,park.v.02,car.n.01,impound.v.02,car.n.01,2,1,"(2, 1)"
25703,kiss,dog,snog.v.01,dog.n.01,cuddle.v.02,dog.n.01,2,1,"(2, 1)"
23620,jump,bicycle,jump.v.01,bicycle.n.01,swoop.v.03,bicycle.n.01,2,1,"(2, 1)"
28251,sip,wine_glass,sip.v.01,wineglass.n.01,gargle.v.02,wineglass.n.01,2,1,"(2, 1)"
10840,run,horse,run.v.26,horse.n.01,glissade.v.01,horse.n.01,2,1,"(2, 1)"
15992,open,bottle,open.v.01,bottle.n.01,examine.v.02,bottle.n.01,2,1,"(2, 1)"
15352,walk,sheep,walk.v.09,sheep.n.01,summit.v.01,sheep.n.01,2,1,"(2, 1)"
34729,hit,sports_ball,hit.v.01,ball.n.01,nose.v.04,ball.n.01,2,1,"(2, 1)"
20802,repair,bicycle,repair.v.01,bicycle.n.01,spike.v.03,bicycle.n.01,2,1,"(2, 1)"
761,talk_on,cell_phone,call.v.03,cellular_telephone.n.01,seek_out.v.01,cellular_telephone.n.01,2,1,"(2, 1)"
9694,sit_on,bench,sit.v.01,bench.n.01,relax.v.02,bench.n.01,2,1,"(2, 1)"
7042,wash,boat,wash.v.03,boat.n.01,clean.v.07,boat.n.01,2,1,"(2, 1)"
28242,open,umbrella,open.v.01,umbrella.n.01,change_shape.v.01,umbrella.n.01,2,1,"(2, 1)"
31640,stand_on,skis,stand.v.01,ski.n.01,toe.v.01,ski.n.01,2,1,"(2, 1)"
23759,kiss,elephant,snog.v.01,elephant.n.01,draw_close.v.03,elephant.n.01,2,1,"(2, 1)"
33065,sit_on,bus,sit.v.01,bus.n.01,still.v.04,bus.n.01,2,1,"(2, 1)"
35182,jump,skis,jump.v.01,ski.n.01,spang.v.01,ski.n.01,2,1,"(2, 1)"
31531,pick,banana,pick.v.01,banana.n.02,weed.v.01,banana.n.02,2,1,"(2, 1)"
28661,load,surfboard,load.v.01,surfboard.n.01,turn.v.08,surfboard.n.01,2,1,"(2, 1)"
5821,hug,horse,embrace.v.02,horse.n.01,stroke.v.01,horse.n.01,2,1,"(2, 1)"
17494,adjust,tie,adjust.v.01,necktie.n.01,vamp.v.04,necktie.n.01,2,1,"(2, 1)"
37822,inspect,sports_ball,inspect.v.01,ball.n.01,edit.v.01,ball.n.01,2,1,"(2, 1)"
13851,stand_on,boat,stand.v.01,boat.n.01,walk_in.v.01,boat.n.01,2,1,"(2, 1)"
33740,cut,pizza,cut.v.01,pizza.n.01,quilt.v.01,pizza.n.01,2,1,"(2, 1)"
14560,lie_on,bed,lie.v.02,bed.n.01,slump.v.01,bed.n.01,2,1,"(2, 1)"
21703,spin,sports_ball,whirl.v.02,ball.n.01,twist.v.04,ball.n.01,2,2,"(2, 2)"
25458,carry,sports_ball,transport.v.02,ball.n.01,raft.v.02,ball.n.01,2,2,"(2, 2)"
35543,pick_up,skis,pick_up.v.02,ski.n.01,pluck.v.01,ski.n.01,2,2,"(2, 2)"
29819,jump,surfboard,jump.v.01,surfboard.n.01,ski_jump.v.01,surfboard.n.01,2,2,"(2, 2)"
28912,inspect,motorcycle,inspect.v.01,motorcycle.n.01,pinpoint.v.01,motorcycle.n.01,2,2,"(2, 2)"
37848,dribble,sports_ball,dribble.v.03,ball.n.01,roll.v.01,ball.n.01,2,2,"(2, 2)"
33261,carry,person,transport.v.02,person.n.01,hoist.v.01,person.n.01,2,2,"(2, 2)"
35545,wash,bicycle,wash.v.03,bicycle.n.01,floss.v.01,bicycle.n.01,2,2,"(2, 2)"
17027,load,bus,load.v.01,bus.n.01,porter.v.01,bus.n.01,2,2,"(2, 2)"
36411,hold,chair,hold.v.02,chair.n.01,grapple.v.02,chair.n.01,2,2,"(2, 2)"
27001,row,boat,row.v.01,boat.n.01,canoe.v.01,boat.n.01,2,2,"(2, 2)"
28318,repair,umbrella,repair.v.01,umbrella.n.01,epoxy.v.01,umbrella.n.01,2,2,"(2, 2)"
18558,inspect,banana,inspect.v.01,banana.n.02,analyze.v.03,banana.n.02,2,2,"(2, 2)"
29181,kick,sports_ball,kick.v.01,ball.n.01,kick.v.02,ball.n.01,2,2,"(2, 2)"
27876,sit_on,bicycle,sit.v.01,bicycle.n.01,model.v.03,bicycle.n.01,2,2,"(2, 2)"
16057,hop_on,motorcycle,hop_on.v.01,motorcycle.n.01,ascend.v.01,motorcycle.n.01,2,2,"(2, 2)"
3687,tag,person,tag.v.02,person.n.01,hit.v.02,person.n.01,2,2,"(2, 2)"
36649,inspect,dog,inspect.v.01,dog.n.01,proofread.v.01,dog.n.01,2,2,"(2, 2)"
20747,spin,frisbee,whirl.v.02,frisbee.n.01,swing.v.03,frisbee.n.01,2,2,"(2, 2)"
7492,carry,backpack,transport.v.02,backpack.n.01,transfer.v.02,backpack.n.01,2,2,"(2, 2)"
4662,pick_up,skateboard,pick_up.v.02,skateboard.n.01,pocket.v.01,skateboard.n.01,2,2,"(2, 2)"
26478,hose,elephant,hose.v.01,elephant.n.01,sponge_down.v.01,elephant.n.01,2,2,"(2, 2)"
12535,board,boat,board.v.01,boat.n.01,step.v.01,boat.n.01,2,2,"(2, 2)"
8516,exit,boat,exit.v.01,boat.n.01,squeak_by.v.02,boat.n.01,2,2,"(2, 2)"
27113,push,bicycle,push.v.01,bicycle.n.01,slam.v.02,bicycle.n.01,2,2,"(2, 2)"
30350,hug,elephant,embrace.v.02,elephant.n.01,clasp.v.04,elephant.n.01,2,2,"(2, 2)"
36933,kiss,sheep,snog.v.01,sheep.n.01,clinch.v.04,sheep.n.01,2,2,"(2, 2)"
14372,sit_on,bench,sit.v.01,bench.n.01,drape.v.02,bench.n.01,2,2,"(2, 2)"
17782,assemble,kite,assemble.v.01,kite.n.03,wire.v.03,kite.n.03,2,2,"(2, 2)"
17587,jump,boat,jump.v.01,boat.n.01,jump.v.08,boat.n.01,2,2,"(2, 2)"
16750,pick_up,sports_ball,pick_up.v.02,ball.n.01,take_out.v.06,ball.n.01,2,2,"(2, 2)"
36674,wash,dog,wash.v.03,dog.n.01,pumice.v.01,dog.n.01,2,2,"(2, 2)"
30091,carry,bicycle,transport.v.02,bicycle.n.01,fly.v.09,bicycle.n.01,2,2,"(2, 2)"
4136,pet,elephant,pet.v.01,elephant.n.01,manipulate.v.06,elephant.n.01,2,2,"(2, 2)"
4670,wash,toothbrush,wash.v.03,toothbrush.n.01,sponge_down.v.01,toothbrush.n.01,2,2,"(2, 2)"
